ENSEMBLID	Gene	ENTREZID
689	ENSDARG00000036084	itln2	100007792
690	ENSDARG00000036086	itga11a	541475
691	ENSDARG00000036094	PIAS1	564496
692	ENSDARG00000036096	smad3a	58092
693	ENSDARG00000036135	bbox1	572649
694	ENSDARG00000036136	tipin	445058
695	ENSDARG00000036139	lctla	437008
696	ENSDARG00000036140	crybgx	553474
697	ENSDARG00000036144	tssc4	559769
698	ENSDARG00000036147	ano5b	560102
699	ENSDARG00000036152	GAS2	567205
700	ENSDARG00000036164	cars1	368284
701	ENSDARG00000036179	MYO1E	555285
702	ENSDARG00000036180	ccnb2	368316
703	ENSDARG00000036252	rras2	550513
704	ENSDARG00000036298	rps13	415169
705	ENSDARG00000036299	nucb2a	373078
706	ENSDARG00000036305	phf23b	100004597
707	ENSDARG00000036344	calb2b	393684
708	ENSDARG00000036345	cmtr2	406742
709	ENSDARG00000036376	cldn7a	436612
710	ENSDARG00000036382	ponzr6	557791
711	ENSDARG00000036386	rbm4.1	573001
712	ENSDARG00000036394	pop7	100004610
716	ENSDARG00000036426	zgc:103586	492517
717	ENSDARG00000036427	slc3a2a	796322
718	ENSDARG00000036430	sat2a.2	494055
719	ENSDARG00000036445	serpinh2	554550
721	ENSDARG00000036481	tcn2	407646
722	ENSDARG00000036489	maf1b	569875
724	ENSDARG00000036499	zgc:162171	565931
725	ENSDARG00000036501	rab39bb	566010
726	ENSDARG00000036505	syt4	335357
729	ENSDARG00000036678	trmt10a	560222
730	ENSDARG00000036743	nitr7a	494571
731	ENSDARG00000036748	nitr8	449534
732	ENSDARG00000036809	ANPEP	555478
733	ENSDARG00000036870	arih1l	405859
734	ENSDARG00000036893	f13a1b	561287
735	ENSDARG00000037145	slc8a4b	557499
736	ENSDARG00000037176	ggh	406624
737	ENSDARG00000037362	scube2	503728
738	ENSDARG00000037363	dennd2b	323827
739	ENSDARG00000037491	bmp15	334183
740	ENSDARG00000037560	mtm1	560881
741	ENSDARG00000037960	lrrc17	321202
742	ENSDARG00000038359	enosf1	558186
743	ENSDARG00000038384	th2	414844
744	ENSDARG00000038386	ascl1a	30466
745	ENSDARG00000038524	pik3r1	557176
746	ENSDARG00000038865	acox3	406421
747	ENSDARG00000038901	tmem256	550283
748	ENSDARG00000038976	pdcd7	100334622
750	ENSDARG00000039099	aep1	503710
751	ENSDARG00000039100	jac7	797049
752	ENSDARG00000039185	nfyba	550227
753	ENSDARG00000039211	zgc:77439	378987
754	ENSDARG00000039268	emc4	402956
756	ENSDARG00000039302	terfa	192316
757	ENSDARG00000039340	tmem209	555279
758	ENSDARG00000039343	ahcyl2b	394240
759	ENSDARG00000039346	ndufa5	541328
760	ENSDARG00000039350	ssbp1	550504
761	ENSDARG00000039356	zgc:194209	570908
762	ENSDARG00000039392	WNK1	561159
763	ENSDARG00000039393	si:ch211-240l19.5	561089
764	ENSDARG00000039436	il13ra2	368326
765	ENSDARG00000039477	terb2	541341
766	ENSDARG00000039501	ugt2a6	797211
767	ENSDARG00000039649	mtif3	325802
768	ENSDARG00000039681	samm50l	492471
769	ENSDARG00000039724	OSBPL8	101883298
770	ENSDARG00000039730	ctrb.3	550419
771	ENSDARG00000039843	znf800b	393408
772	ENSDARG00000039881	CEMIP	100003660
774	ENSDARG00000040002	PNPLA7	503936
775	ENSDARG00000040224	krcp	323406
776	ENSDARG00000040265	mpdu1b	415220
777	ENSDARG00000040266	sox19b	64812
779	ENSDARG00000041065	hspb1	368243
781	ENSDARG00000041150	slc17a6b	100149756
783	ENSDARG00000041199	alg12	569494
784	ENSDARG00000041203	drap1	321681
787	ENSDARG00000041389	si:dkey-81n2.1	100149443
788	ENSDARG00000041665	mkrn1	170782
789	ENSDARG00000041908	usp39	790924
790	ENSDARG00000042041	tal2	394239
791	ENSDARG00000042090	si:ch73-55i23.1	100148818
792	ENSDARG00000042277	efnb3b	114378
793	ENSDARG00000042469	ndufa12	556538
794	ENSDARG00000042520	UTP14C	553498
795	ENSDARG00000042728	plaa	324855
796	ENSDARG00000042752	si:ch211-282j17.11	557100
797	ENSDARG00000042894	tyms	81540
798	ENSDARG00000043010	camk2d1	445208
799	ENSDARG00000043313	ank2b	450043
800	ENSDARG00000043398	nitr2a	795524
801	ENSDARG00000043644	vkorc1l1	553717
802	ENSDARG00000043734	trmu	553625
804	ENSDARG00000043767	si:ch211-282j17.3	568449
805	ENSDARG00000043768	si:ch211-282j17.2	560038
807	ENSDARG00000043770	si:dkey-192d15.2	107980443
808	ENSDARG00000043781	psmb10	436816
810	ENSDARG00000043796	ms4a17a.7	550409
811	ENSDARG00000043798	ms4a17a.1	550480
812	ENSDARG00000043802	ms4a17a.8	100002785
813	ENSDARG00000044125	txn	436734
814	ENSDARG00000044216	FTO	553363
816	ENSDARG00000044584	tex261	554131
817	ENSDARG00000044812	ttc17	569538
818	ENSDARG00000044813	vps33b	541534
819	ENSDARG00000044815	SERINC4	570112
820	ENSDARG00000045095	elac1	445109
821	ENSDARG00000045139	ca7	564201
822	ENSDARG00000045199	capn1	406768
823	ENSDARG00000045200	dusp19b	406252
825	ENSDARG00000045428	mcee	553804
826	ENSDARG00000045481	GSAP	100151358
827	ENSDARG00000045482	stk38l	393957
828	ENSDARG00000045483	LRTM2	557289
829	ENSDARG00000045484	dcp1b	568176
830	ENSDARG00000045485	rassf8b	393334
831	ENSDARG00000045486	pawr	449994
832	ENSDARG00000045487	rps16	767765
833	ENSDARG00000045490	ndufb2	393764
834	ENSDARG00000045493	slc35e3	563675
835	ENSDARG00000045510	tbc1d22a	407720
836	ENSDARG00000045513	taf3	334474
837	ENSDARG00000045514	atp5f1c	336957
838	ENSDARG00000045515	kin	555316
839	ENSDARG00000045516	itih2	406280
840	ENSDARG00000045517	ITIH5	555366
841	ENSDARG00000045518	tmem110l	393166
842	ENSDARG00000045519	SFMBT2	555450
843	ENSDARG00000045522	acot15	557032
845	ENSDARG00000045524	lamb1b	556605
846	ENSDARG00000045525	tmcc3	556763
847	ENSDARG00000045527	nr2c1	553649
848	ENSDARG00000045528	fgd6	556459
849	ENSDARG00000045530	si:ch211-244b2.4	541512
851	ENSDARG00000045540	ppp6r2a	560729
852	ENSDARG00000045541	gcc1	445205
853	ENSDARG00000045542	lamtor4	561019
854	ENSDARG00000045543	atp6v1f	436799
855	ENSDARG00000045544	hgfa	493781
856	ENSDARG00000045548	lepb	564348
857	ENSDARG00000045549	bik	564030
859	ENSDARG00000045555	sco2	606683
860	ENSDARG00000045557	socs2	562062
861	ENSDARG00000045560	mybpc1	492356
862	ENSDARG00000045561	dram1	450028
863	ENSDARG00000045563	washc3	393142
864	ENSDARG00000045568	bcat1	337412
865	ENSDARG00000045574	lrmp	567234
866	ENSDARG00000045580	lum	415149
867	ENSDARG00000045589	kcnj8	561090
868	ENSDARG00000045594	shisal1a	560435
869	ENSDARG00000045595	si:dkey-14k9.3	324173
870	ENSDARG00000045598	akr1b1.2	553452
871	ENSDARG00000045601	cax1	560283
872	ENSDARG00000045658	msrb3	415184
873	ENSDARG00000045669	si:dkey-39a18.1	557637
874	ENSDARG00000045671	ifng1r	553965
875	ENSDARG00000045672	il26	553971
876	ENSDARG00000045673	il22	553964
877	ENSDARG00000045675	mdm1	557148
878	ENSDARG00000045676	calua	415241
879	ENSDARG00000045677	opn1sw1	30582
880	ENSDARG00000045680	tnpo3	394062
881	ENSDARG00000045681	irf5	405811
882	ENSDARG00000045683	ccdc87	556936
883	ENSDARG00000045685	cntn1b	541474
884	ENSDARG00000045687	pdzrn4	798289
885	ENSDARG00000045691	zcrb1	550251
886	ENSDARG00000045692	pphln1	790935
887	ENSDARG00000045694	prickle1b	556148
888	ENSDARG00000045704	dclre1c	566285
889	ENSDARG00000045705	meig1	541343
890	ENSDARG00000045706	tspan9b	431733
891	ENSDARG00000045708	adm2a	403114
892	ENSDARG00000045747	CPED1	565332
893	ENSDARG00000045748	stab2	565194
895	ENSDARG00000045750	syt10	564226
897	ENSDARG00000045753	tmtc2a	564667
898	ENSDARG00000045754	mettl25	678519
899	ENSDARG00000045755	ccdc59	564488
900	ENSDARG00000045758	CRACR2A	564347
901	ENSDARG00000045760	prmt8b	564110
902	ENSDARG00000045765	asb13a.2	563551
903	ENSDARG00000045768	cry1a	100003956
904	ENSDARG00000045788	avpr1ab	555939
905	ENSDARG00000045789	srgap1b	555788
906	ENSDARG00000045790	kics2	555715
907	ENSDARG00000045801	fbxl14b	324835
908	ENSDARG00000045815	mcm10	553396
909	ENSDARG00000045822	tnnt2e	556703
910	ENSDARG00000045834	si:dkey-14d8.7	557676
911	ENSDARG00000045835	si:dkey-14d8.6	557741
912	ENSDARG00000045836	mapk11	415185
916	ENSDARG00000045842	zgc:113263	503753
917	ENSDARG00000045843	apex1	406730
918	ENSDARG00000045846	osgep	550447
919	ENSDARG00000045847	si:ch211-214j24.10	558894
920	ENSDARG00000045850	ccdc167	556080
922	ENSDARG00000045853	rad51ap1	555714
923	ENSDARG00000045854	fgf23	494456
924	ENSDARG00000045856	fgf6b	494455
925	ENSDARG00000045858	tigarb	393160
926	ENSDARG00000045863	asb15b	568579
927	ENSDARG00000045864	LMOD2	664708
928	ENSDARG00000045870	plekha5	567300
929	ENSDARG00000045873	frs2a	559479
930	ENSDARG00000045874	yeats4	437025
931	ENSDARG00000045877	ube2nb	393313
932	ENSDARG00000045878	nudt4b	447910
933	ENSDARG00000045880	gas2l3	566151
935	ENSDARG00000045886	slc38a2	566537
937	ENSDARG00000045900	agbl5	445479
938	ENSDARG00000045909	dynlt1b	565740
939	ENSDARG00000045910	tmem181	557799
940	ENSDARG00000045911	tulp4a	557730
941	ENSDARG00000045913	mrps10	565937
942	ENSDARG00000045914	si:ch211-51e12.7	336335
943	ENSDARG00000045935	immp1l	795154
944	ENSDARG00000045936	pax6b	60639
945	ENSDARG00000045946	sec24d	553407
946	ENSDARG00000045955	prlrb	561846
947	ENSDARG00000045983	zbtb43	557590
948	ENSDARG00000045999	saa	449557
949	ENSDARG00000046013	rasl11a	550538
950	ENSDARG00000046127	tk2	437016
951	ENSDARG00000051768	FHOD1	503946
952	ENSDARG00000051783	rplp0	58101
953	ENSDARG00000051785	dhx33	796505
955	ENSDARG00000051809	btr12	767681
956	ENSDARG00000051819	SWAP70	NA
957	ENSDARG00000051851	ctu2	445166
958	ENSDARG00000051852	kcnc1a	565419
959	ENSDARG00000051853	galns	791159
960	ENSDARG00000051854	CDT1	566787
961	ENSDARG00000051886	ANKRD11	327352
962	ENSDARG00000051888	ist1	321460
963	ENSDARG00000051889	dhodh	494065
966	ENSDARG00000051914	slc14a2	326634
967	ENSDARG00000051915	pde5ab	553270
968	ENSDARG00000051916	cdk7	405897
969	ENSDARG00000051920	NSMAF	550506
970	ENSDARG00000051921	slc30a5	436594
971	ENSDARG00000051923	ccnb1	58025
972	ENSDARG00000051926	plag1	561450
973	ENSDARG00000051939	pcxb	58068
974	ENSDARG00000051940	ugt2a1	100384900
978	ENSDARG00000051953	ythdc1	492769
979	ENSDARG00000051955	brms1	791681
980	ENSDARG00000052010	ciao2b	436722
981	ENSDARG00000052011	rrad	327396
982	ENSDARG00000052020	cmtm4	436765
983	ENSDARG00000052057	pcolceb	794872
984	ENSDARG00000052059	PAQR9	101886606
986	ENSDARG00000052063	col4a5	323561
987	ENSDARG00000052074	si:ch211-122f10.4	792966
988	ENSDARG00000052082	gabarapb	793200
989	ENSDARG00000052089	CCKAR	569038
990	ENSDARG00000052091	rbpjb	563306
991	ENSDARG00000052094	notch1b	794892
994	ENSDARG00000052138	slc1a2a	560802
995	ENSDARG00000052164	ZNF507	393453
996	ENSDARG00000052244	kiaa0232	553264
997	ENSDARG00000052247	alkbh4	553475
998	ENSDARG00000052271	slc22a18	559752
999	ENSDARG00000052331	abcf2b	100000576
1000	ENSDARG00000052411	si:dkey-71l1.1	569883
1001	ENSDARG00000052450	hspb2	550439
1002	ENSDARG00000052462	pisd	553433
1004	ENSDARG00000052578	c6ast4	574001
1005	ENSDARG00000052688	paqr5b	100007661
1006	ENSDARG00000052728	sltm	406642
1007	ENSDARG00000052840	ndufs4	573689
1008	ENSDARG00000052846	fsta	100004116
1009	ENSDARG00000052851	golph3a	450085
1010	ENSDARG00000052907	bcl7a	57952
1011	ENSDARG00000053010	lpcat2	553683
1012	ENSDARG00000053019	rnft2	553554
1013	ENSDARG00000053091	DAB2	368323
1014	ENSDARG00000053114	si:ch211-272h9.3	100151549
1015	ENSDARG00000053124	si:dkey-148a17.6	108190685
1016	ENSDARG00000053127	HELB	797342
1017	ENSDARG00000053131	IRAK3	567444
1018	ENSDARG00000053136	b2m	30400
1019	ENSDARG00000053159	zgc:110626	550588
1020	ENSDARG00000053200	dis3l	560362
1021	ENSDARG00000053209	smad6a	116992
1022	ENSDARG00000053362	cilp	553329
1023	ENSDARG00000053370	eif3jb	406823
1024	ENSDARG00000053380	ENTREP2	436705
1025	ENSDARG00000053405	sord	570613
1026	ENSDARG00000053468	adam10a	566044
1027	ENSDARG00000053476	lipca	393997
1028	ENSDARG00000053480	aqp9b	570191
1029	ENSDARG00000053493	aldh1a2	116713
1030	ENSDARG00000053499	isl2b	30151
1031	ENSDARG00000053505	FBXO22	556909
1032	ENSDARG00000053554	wdr76	570063
1033	ENSDARG00000053559	tspan3b	569864
1034	ENSDARG00000053563	ms4a17a.12	103908665
1035	ENSDARG00000053568	pstpip1b	641582
1036	ENSDARG00000053625	anxa2b	799806
1038	ENSDARG00000053650	foxb1b	799571
1039	ENSDARG00000053685	gtf2a2	798997
1040	ENSDARG00000053695	zgc:162948	797781
1042	ENSDARG00000053716	zgc:153990	768125
1044	ENSDARG00000053917	alg10	100331575
1045	ENSDARG00000053956	SPTBN2	558044
1046	ENSDARG00000053959	cdc42ep2	541404
1047	ENSDARG00000054054	zgc:153219	767641
1048	ENSDARG00000054184	btr06	100151764
1049	ENSDARG00000054196	SLC38A8	795255
1050	ENSDARG00000054222	fbxl8	641481
1051	ENSDARG00000054264	cog4	569049
1052	ENSDARG00000054288	zgc:63972	572862
1053	ENSDARG00000054318	stk33	565828
1054	ENSDARG00000054321	ngs	572199
1055	ENSDARG00000054324	rerglb	566719
1057	ENSDARG00000054423	slc7a6	57957
1058	ENSDARG00000054473	tinf2	566362
1060	ENSDARG00000054540	imp4	436992
1061	ENSDARG00000054574	znhit1	407699
1062	ENSDARG00000054597	cnot6l	553665
1063	ENSDARG00000054786	faah2b	768298
1064	ENSDARG00000054805	btr09	100170790
1065	ENSDARG00000054829	pik3c3	548346
1066	ENSDARG00000054856	cskmt	553815
1067	ENSDARG00000054898	ms4a17a.16	751754
1068	ENSDARG00000054931	PPP2R5B	562282
1069	ENSDARG00000054934	zgc:101765	450036
1070	ENSDARG00000054937	badb	58100
1072	ENSDARG00000055046	ponzr5	556869
1073	ENSDARG00000055080	rbm4.2	557528
1074	ENSDARG00000055163	epoa	100004455
1075	ENSDARG00000055185	tm4sf5	436645
1076	ENSDARG00000055226	slc7a7	641560
1078	ENSDARG00000055253	slc12a10.3	562763
1079	ENSDARG00000055313	slc12a10.1	570849
1081	ENSDARG00000055342	SLC16A13	793210
1082	ENSDARG00000055346	si:dkey-83f18.2	100000851
1083	ENSDARG00000055360	llph	100003313
1085	ENSDARG00000055708	timm8b	793663
1086	ENSDARG00000055712	sdhda	436762
1087	ENSDARG00000055722	BCO2	793849
1088	ENSDARG00000055791	zgc:158423	790938
1089	ENSDARG00000055797	cnpy4	568776
1090	ENSDARG00000055989	tmem161b	406680
1091	ENSDARG00000056007	cyb5d1	795592
1092	ENSDARG00000056036	stxbp1b	557717
1094	ENSDARG00000056152	fam3c	334205
1097	ENSDARG00000056184	dvl2	323630
1098	ENSDARG00000056233	tmem179ba	402849
1099	ENSDARG00000056245	zgc:162952	555791
1100	ENSDARG00000056346	acap1	561771
1101	ENSDARG00000056550	tango2	445324
1102	ENSDARG00000056557	copb1	338138
1103	ENSDARG00000056587	CYP2R1	563369
1104	ENSDARG00000056590	calca	436744
1105	ENSDARG00000056648	ext2	493780
1106	ENSDARG00000056656	tspan18a	437007
1107	ENSDARG00000056690	mtmr1a	553750
1108	ENSDARG00000056722	cd99l2	323266
1109	ENSDARG00000056725	hmgb3a	561025
1110	ENSDARG00000056741	senp3b	565123
1112	ENSDARG00000056781	zanl	100147904
1113	ENSDARG00000056795	serpine1	100136840
1114	ENSDARG00000056803	ap1s1	393279
1115	ENSDARG00000056859	spx	101882535
1116	ENSDARG00000056938	kera	567017
1117	ENSDARG00000056950	epyc	550602
1118	ENSDARG00000056954	si:dkeyp-38g8.5	568385
1119	ENSDARG00000057017	slc6a4b	664770
1120	ENSDARG00000057142	zgc:194252	561367
1121	ENSDARG00000057323	e2f8	565952
1122	ENSDARG00000057328	cth1	30114
1124	ENSDARG00000057334	cmasa	561018
1126	ENSDARG00000057395	ssbp2a	558547
1127	ENSDARG00000057427	sv2ba	100009626
1128	ENSDARG00000057468	kcnc2	100037377
1129	ENSDARG00000057477	LRRC28	555592
1131	ENSDARG00000057620	nitr3b	171006
1133	ENSDARG00000057706	tm4sf21a	565274
1134	ENSDARG00000057714	cmah	431739
1135	ENSDARG00000057855	mrps31	407642
1138	ENSDARG00000057942	glt8d2	567942
1139	ENSDARG00000057974	parp12b	553633
1140	ENSDARG00000057983	svopl	492766
1141	ENSDARG00000058030	hspa14	565232
1142	ENSDARG00000058038	EML3	100533983
1143	ENSDARG00000058042	kitlgb	553181
1144	ENSDARG00000058044	rab1ba	394117
1145	ENSDARG00000058127	hcfc2	550401
1146	ENSDARG00000058159	ipo8	555520
1148	ENSDARG00000058244	il17ra1a	561494
1149	ENSDARG00000058257	slc39a1	321324
1151	ENSDARG00000058349	polr2l	553705
1152	ENSDARG00000058365	hspb8	791580
1153	ENSDARG00000058366	si:dkey-222f8.3	561722
1154	ENSDARG00000058369	mex3b	569582
1155	ENSDARG00000058379	otpb	30316
1156	ENSDARG00000058389	ccl19a.1	794891
1157	ENSDARG00000058452	abhd17c	393126
1158	ENSDARG00000058479	zgc:110425	553782
1160	ENSDARG00000058702	vax2	373869
1161	ENSDARG00000058829	zgc:171424	793213
1164	ENSDARG00000059043	ntf3	386825
1165	ENSDARG00000059053	slc13a4	100038771
1166	ENSDARG00000059064	RASSF3	792539
1167	ENSDARG00000059093	ank1a	449796
1170	ENSDARG00000059311	dpysl5b	553410
1171	ENSDARG00000059409	ABCD2	100537809
1173	ENSDARG00000059437	fktn	100006345
1174	ENSDARG00000059438	GALNT18	100310831
1175	ENSDARG00000059459	C5H2orf68	100001127
1176	ENSDARG00000059460	SBF2	378456
1177	ENSDARG00000059461	mepcea	561384
1179	ENSDARG00000059483	TEAD1	100006454
1180	ENSDARG00000059503	ACSF3	562292
1181	ENSDARG00000059529	MATCAP1	562097
1183	ENSDARG00000059583	rcc1l	555972
1184	ENSDARG00000059601	MAP1A	100151220
1185	ENSDARG00000059672	arhgap36	559813
1187	ENSDARG00000059725	hypk	100151755
1188	ENSDARG00000059729	sec14l8	558964
1189	ENSDARG00000059751	ABTB2	559451
1190	ENSDARG00000059770	cpt1aa	558088
1191	ENSDARG00000059789	parp8	568910
1192	ENSDARG00000059792	trpm5	557722
1193	ENSDARG00000059798	kcnq1.1	557498
1196	ENSDARG00000059815	oaz2b	790945
1197	ENSDARG00000059817	mtmr12	569130
1199	ENSDARG00000059856	alkbh2	569291
1200	ENSDARG00000059858	pappab	101448001
1201	ENSDARG00000059871	shrprbck1r	569903
1202	ENSDARG00000059883	trpv1	561195
1203	ENSDARG00000059950	plxdc2b	100000303
1204	ENSDARG00000059961	CHPF2	100000654
1205	ENSDARG00000060023	ncapg2	100037337
1206	ENSDARG00000060027	nom1	557585
1207	ENSDARG00000060035	rnf32	768120
1208	ENSDARG00000060049	zgc:195075	100170825
1209	ENSDARG00000060058	CYLD	556823
1210	ENSDARG00000060070	adcy7	568726
1211	ENSDARG00000060071	tent4b	568678
1212	ENSDARG00000060092	zgc:165481	100073327
1213	ENSDARG00000060093	dapk1	558314
1214	ENSDARG00000060152	nalf2	791161
1215	ENSDARG00000060169	mns1	573382
1216	ENSDARG00000060176	trmt10b	768135
1217	ENSDARG00000060238	UACA	564040
1220	ENSDARG00000060374	ttll11	558156
1221	ENSDARG00000060393	fibcd1b	567525
1222	ENSDARG00000060411	ddx28	768189
1223	ENSDARG00000060542	lgr4	558825
1224	ENSDARG00000060586	ctdspl2b	323089
1225	ENSDARG00000060610	PCDH7	555504
1226	ENSDARG00000060639	APBA2	327160
1228	ENSDARG00000060978	ATP2A3	568671
1229	ENSDARG00000061006	cyb5d2	795950
1230	ENSDARG00000061013	ankfy1	568480
1231	ENSDARG00000061096	dapk2a	571352
1232	ENSDARG00000061110	zbtb44	569656
1233	ENSDARG00000061145	gfod2	777639
1234	ENSDARG00000061149	nrn1lb	568997
1235	ENSDARG00000061243	UBASH3B	558545
1236	ENSDARG00000061301	gmpr2	678545
1237	ENSDARG00000061379	cmya5	560687
1238	ENSDARG00000061385	haus3	566923
1239	ENSDARG00000061411	nelfa	559677
1240	ENSDARG00000061472	GBA2	559240
1241	ENSDARG00000061486	DNAH10	569992
1242	ENSDARG00000061544	ANO6	100535437
1243	ENSDARG00000061610	ufsp1	100037378
1245	ENSDARG00000061688	arvcfb	564669
1247	ENSDARG00000061769	bmp10	562533
1248	ENSDARG00000061784	arhgap25	562468
1250	ENSDARG00000061901	ankrd13a	556837
1251	ENSDARG00000061915	git2a	793882
1252	ENSDARG00000061921	gltpa	558007
1253	ENSDARG00000061941	trpv4	557850
1255	ENSDARG00000061960	ube3b	556864
1256	ENSDARG00000061968	MYO1H	556606
1257	ENSDARG00000062083	dph7	564032
1258	ENSDARG00000062085	tkfc	793926
1260	ENSDARG00000062165	TUB	568677
1261	ENSDARG00000062190	PDE3B	563432
1262	ENSDARG00000062220	PLEKHA7	100005106
1263	ENSDARG00000062271	slc25a15b	565335
1264	ENSDARG00000062326	hmgn7	567263
1265	ENSDARG00000062362	TPCN1	567534
1266	ENSDARG00000062457	las1l	561321
1267	ENSDARG00000062463	ZC3H12B	100002370
1268	ENSDARG00000062485	dock11	799686
1269	ENSDARG00000062573	znrf3	556813
1270	ENSDARG00000062579	kremen1	100141352
1271	ENSDARG00000062601	piwil2	572134
1272	ENSDARG00000062651	zc3hc1	560141
1273	ENSDARG00000062655	ydjc	569036
1274	ENSDARG00000062749	ino80b	768122
1275	ENSDARG00000062752	mfap3l	557798
1276	ENSDARG00000062797	NELL2	336082
1278	ENSDARG00000062834	ecsit	569243
1279	ENSDARG00000062909	furina	566557
1280	ENSDARG00000062956	DAGLA	569398
1281	ENSDARG00000062959	zgc:158785	791214
1282	ENSDARG00000062968	sbf1	568277
1283	ENSDARG00000062971	sdhaf2	569482
1284	ENSDARG00000062983	fbxo18	567995
1286	ENSDARG00000063030	mesd	791222
1287	ENSDARG00000063054	SHANK3	566152
1288	ENSDARG00000063097	scube1	797832
1289	ENSDARG00000063126	GUSB	571441
1290	ENSDARG00000063149	TMTC1	555449
1292	ENSDARG00000063158	SLC24A2	100332770
1294	ENSDARG00000063197	golga2	565431
1295	ENSDARG00000063255	btbd11a	562893
1296	ENSDARG00000063288	slc2a11b	564970
1299	ENSDARG00000063563	creb3l2	791169
1300	ENSDARG00000063578	DGKI	100331649
1302	ENSDARG00000063686	atp23	100004177
1304	ENSDARG00000067566	sftpbb	100001978
1306	ENSDARG00000067613	dnajc25	100319235
1307	ENSDARG00000067626	ywhag1	117604
1308	ENSDARG00000067639	prpf4	326944
1309	ENSDARG00000067713	snx18a	562372
1310	ENSDARG00000067714	hspb3	568180
1311	ENSDARG00000067718	si:dkey-3h3.3	100144568
1312	ENSDARG00000067752	pigl	561471
1313	ENSDARG00000067777	hspb11	790918
1315	ENSDARG00000067829	PPARGC1A	553418
1316	ENSDARG00000067851	lcn15	751703
1317	ENSDARG00000067889	gltpd2b	565337
1318	ENSDARG00000067918	elp5	790921
1320	ENSDARG00000067964	slc6a5	494450
1321	ENSDARG00000067977	nitr7b	449535
1322	ENSDARG00000067990	myhz1.1	58142
1323	ENSDARG00000067995	myhz1.2	799300
1328	ENSDARG00000068114	f11r.2	100005566
1329	ENSDARG00000068122	cfap77	558957
1330	ENSDARG00000068156	chchd7	561510
1333	ENSDARG00000068166	WHRN	100534775
1334	ENSDARG00000068181	dpep1	768195
1335	ENSDARG00000068187	SPG7	794740
1336	ENSDARG00000068191	cdh15	565617
1337	ENSDARG00000068227	tmem150aa	751697
1338	ENSDARG00000068246	plcb3	100001532
1339	ENSDARG00000068256	rwdd	449812
1341	ENSDARG00000068262	vamp5	325484
1343	ENSDARG00000068290	si:dkey-286h2.3	790965
1344	ENSDARG00000068291	tmem208	404632
1345	ENSDARG00000068296	SLCO3A1	570448
1346	ENSDARG00000068344	mmab	557077
1348	ENSDARG00000068457	tnnt3b	100003572
1349	ENSDARG00000068460	OTOG	103911405
